52481	She walked <strong class="target-word">to</strong> the store after work.	그녀는 퇴근 후 가게<strong class="target-word">로</strong> 걸어갔다.
52481	He gave the book <strong class="target-word">to</strong> his sister.	그는 그 책을 여동생<strong class="target-word">에게</strong> 주었다.
41959	She started to <strong class="target-word">to'shalmoq</strong> the blanket over the bed.	그녀는 침대에 담요를 <strong class="target-word">깔기</strong> 시작했다.
41959	He will <strong class="target-word">to'shalmoq</strong> the cloth on the table before dinner.	그는 저녁 식사 전에 식탁에 천을 <strong class="target-word">펼칠</strong> 것이다.
41941	The car had to <strong class="target-word">to'xtamoq</strong> at the red light.	차는 빨간불에 <strong class="target-word">서야</strong> 했다.
41941	Please <strong class="target-word">to'xtamoq</strong> here for a moment.	여기서 잠깐 <strong class="target-word">서</strong> 주세요.
45446	The engineer installed a new <strong class="target-word">IS</strong> in the substation.	기술자는 변전소에 새 <strong class="target-word">기중부하 개폐기</strong>를 설치했다.
45446	This <strong class="target-word">IS</strong> controls the power flow during maintenance.	이 <strong class="target-word">기중부하 개폐기</strong>는 점검 중 전력 흐름을 제어한다.
37183	A <strong class="target-word">passyer-by</strong> stopped to help the injured man.	<strong class="target-word">행인</strong> 한 명이 다친 남자를 도우려 멈췄다.
37183	The lost tourist asked a <strong class="target-word">passyer-by</strong> for directions.	길을 잃은 관광객은 <strong class="target-word">행인</strong>에게 길을 물었다.
33330	She pulled an <strong class="target-word">all-nghter</strong> to finish the report.	그녀는 보고서를 끝내려고 <strong class="target-word">밤샘</strong>을 했다.
33330	The team's <strong class="target-word">all-nghter</strong> paid off when the project launched.	팀의 <strong class="target-word">철야 작업</strong>은 프로젝트가 출시되면서 결실을 맺었다.
35016	I saw <strong class="target-word">a</strong> dog running in the park.	나는 공원에서 <strong class="target-word">한</strong> 마리의 개가 뛰는 것을 보았다.
35016	She wants to buy <strong class="target-word">an</strong> umbrella before it rains.	그녀는 비가 오기 전에 우산 <strong class="target-word">하나</strong>를 사고 싶어 한다.
32739	The <strong class="target-word">would-be</strong> actor practiced his lines every night.	그 <strong class="target-word">지망</strong> 배우는 매일 밤 대사를 연습했다.
