32387	폭우로 밤새 거리가 침수되었다.
34125	양측은 합의에 도달했다.
38384	그의 형은 대학교에서 가르친다.
38385	그녀의 남동생은 막 중학교에 입학했다.
38992	한마디로 말하면 그 프로젝트는 큰 성공이었다.
39663	논쟁 후 일종의 수치심 같은 것을 느꼈다.
44882	그녀는 동료들을 위해 일본어를 배웠다.
45766	험악한 얼굴을 한 장교가 방에 들어왔다.
45767	표면이 거친 돌담은 차갑게 느껴졌다.
52988	그는 전생에 전사였다고 믿는다.
58077	현재 그 식당에는 일자리가 몇 개 있다.
58081	지원자들은 그 직책의 모든 필요조건을 만족시켜야 한다.
58082	석사 학위를 갖춘 사람들은 연구직에 자격이 있다.
58085	그 추천서들은 그의 능력에 대한 신임을 보여 주었다.
58087	Jeff는 전문 사진가로 알려져 있다.
58096	비서는 회의가 시작되기 전에 탁자 주변에 의자를 두었다.
58098	그 최고 경영자는 비서의 정리 능력을 인상 깊게 생각했다.
58100	시간제 근로자들도 유급 휴가를 받을 자격이 있다.
58103	지원자 중 두 명은 경쟁사와 관련되어 있었다.
58106	Carl은 동료들과 잘 지내는 능력이 없었다.
58108	Mike는 회계 분야에서 관리직 자리를 찾고 있다.
58110	직원들은 익숙해지도록 안내서를 복습해야 한다.
58115	많은 사람들은 중요한 면접 전에 걱정한다.
58117	임원들에게는 추가 혜택에 대한 자격이 주어진다.
58124	발표를 하는 모든 직원들은 정장을 입어야 한다.
58129	최근의 근무 시간 변경은 디자인 부서에는 영향을 미치지 않을 것이다.
58136	회사 자료를 외부인과 공유하는 사람은 엄격히 처벌될 것이다.
58140	새 사무실 근처에 지하철로 곧장 이어지는 통로가 있다.
58141	상세한 직무 내용을 보시려면 링크를 클릭하세요.
58148	방문객들은 신분증 한 가지를 경비원에게 제시해야 한다.
58156	상여금 규정은 다음 주부터 효력이 있을 것이다.
58157	그는 회사의 확장 계획에 갑작스러운 변화를 가져왔다.
58159	모든 거래는 지침에 따라 처리되어야 한다.
58170	자금 할당은 경영진에 의해 인가되어야 한다.
58177	
58178	
58179	
58180	
58181	
58182	
58183	
58184	
58185	
58186	
58187	
58188	
58189	
58190	
58191	
58192	
58193	
58194	
58195	
58196	
58197	
58198	
58199	
58200	
58201	
58202	
58203	
58204	
58205	
58206	
58207	
58208	
58209	
58210	
58211	
58212	
58213	
58214	
58215	
58216	
58217	
58218	
58219	
58220	
58221	
58222	
58223	
58224	
58225	
58226	
58227	
58228	
58229	
58230	
58231	
58232	
58233	
58234	
58235	
58236	
58237	
58238	
58239	
58240	
58241	
58242	
58243	
58244	
58245	
58246	
58247	
58248	
58249	
58250	
58251	
58252	
58253	
58254	
58255	
58256	
58257	
58258	
58259	
58260	
58261	
58262	
58263	
58264	
58265	
58266	
58267	
58268	
58269	
58270	
58271	
58272	
58273	
58274	
58275	
58276	
58277	
58278	
58279	
58280	
58281	
58282	
58283	
58284	
58285	
58286	
58287	
58288	
58289	
58290	
58291	
58292	
58293	
58294	
58295	
58296	
58297	
58298	
58299	
58300	
58301	
58302	
58303	
58304	
58305	
58306	
58307	
58308	
58309	
58310	
58311	
58312	
58313	
58314	
58315	
58316	
58317	
58318	
58319	
58320	
58321	
58322	
58323	
58324	
58325	
58326	
58327	
58328	
58329	
58330	
58331	
58332	
58333	
58334	
58335	
58336	
58337	
58338	
58339	
58340	
58341	
58342	
58343	
58344	
58345	
58346	
58347	
58348	
58349	
58350	
58351	
58352	
58353	
58354	
58355	
58356	
58357	
58358	
58359	
58360	
58361	
58362	
58363	
58364	
58365	
58366	
58367	
58368	
58369	
58370	
58371	
58372	
58373	
58374	
58375	
58376	
58377	
58378	
58379	
58380	
58381	
58382	
58383	
58384	
58385	
58386	
58387	
58388	
58389	
58390	
58391	
58392	
58393	
58394	
58395	
58396	
58397	
58398	
58399	
58400	
58401	
58402	
58403	
58404	
58405	
58406	
58407	
58408	
58409	
58410	
58411	
58412	
58413	
58414	
58415	
58416	
58417	
58418	
58419	
58420	
58421	
58422	
58423	
58424	
58425	
58426	
58427	
58428	
58429	
58430	
58431	
58432	
58433	
58434	
58435	
58436	
58437	
58438	
58439	
58440	
58441	
58442	
58443	
58444	
58445	
58446	
58447	
58448	
58449	
58450	
58451	
58452	
58453	
58454	
58455	
58456	
58457	
58458	
58459	
58460	
58461	
58462	
58463	
58464	
58465	
58466	
58467	
58468	
58469	
58470	
58471	
58472	
58473	
58474	
58475	
58476	
58477	
58478	
58479	
58480	
58481	
58482	
58483	
58484	
58485	
58486	
58487	
58488	
58489	
58490	
58491	
58492	
58493	
58494	
58495	
58496	
58497	
58498	
58499	
58500	
58501	
58502	
58503	
58504	
58505	
58506	
58507	
58508	
58509	
58510	
58511	
58512	
58513	
58514	
58515	
58516	
58517	
58518	
58519	
58520	
58521	
58522	
58523	
58524	
58525	
58526	
58527	
58528	
58529	
58530	
58531	
58532	
58533	
58534	
58535	
58536	
58537	
58538	
58539	
58540	
58541	
58542	
58543	
58544	
58545	
58546	
58547	
58548	
58549	
58550	
58551	
58552	
58553	
58554	
58555	
58556	
58557	
58558	
58559	
58560	
58561	
58562	
58563	
58564	
58565	
58566	
58567	
58568	
58569	
58570	
58571	
58572	
58573	
58574	
58575	
58576	
58577	
58578	
58579	
58580	
58581	
58582	
58583	
58584	
58585	
58586	
58587	
58588	
58589	
58590	
58591	
58592	
58593	
58594	
58595	
58596	
58597	
58598	
58599	
58600	
58601	
58602	
58603	
58604	
58605	
58606	
58607	
58608	
58609	
58610	
58611	
58612	
58613	
58614	
58615	
58616	
58617	
58618	
58619	
58620	
58621	
58622	
58623	
58624	
58625	
58626	
58627	
58628	
58629	
58630	
58631	
58632	
58633	
58634	
58635	
58636	
58637	
58638	
58639	
58640	
58641	
58642	
58643	
58644	
58645	
58646	
58647	
58648	
58649	
58650	
58651	
58652	
58653	
58654	
58655	
58656	
58657	
58658	
58659	
58660	
58661	
58662	
58663	
58664	
58665	
58666	
58667	
58668	
58669	
58670	
58671	
58672	
58673	
58674	
58675	
58676	
58677	
58679	그 문제는 즉시 처리될 것이다.
58681	정부는 빈민들에게 채무 구제 보조금을 나누어 줄 것이다.
58683	서비스 직원들은 화난 손님들과 논쟁하는 것을 피해야 한다.
58693	고객들은 온라인으로 도움을 요청할 때, 문제를 설명하는 데 있어 아주 구체적이어야 한다.
58699	그 관리자는 Ms. Brown이 훌륭한 팀 리더가 될 것이라고 확신한다.
58700	전등의 결함은 잘못된 배선에 의해 야기되었다.
58706	Sharon은 그 블라우스를 어디서 샀는지 확신하지 못했다.
58707	등록자들은 양식에 특정 정보를 기입하도록 요구되지만, 다른 정보는 선택 사항이다.
58708	국제선 승객들은 3번 카운터에서 탑승 수속을 한다.
58711	저희 웹사이트에는 많은 이국적 휴양지에 대한 정보가 담겨 있습니다.
58713	그 호텔의 서비스는 최고였다.
58717	항공사 직원들은 잃어버린 짐을 찾으려 노력했다.
58721	공항에는 보안 직원들이 24시간 내내 근무 중이다.
58732	출발편 비행기들이 모니터에 기재되어 있다.
58734	공항의 관제탑 가이드 견학이 가능하다.
58737	관광에 대한 정보는 책자에서 찾을 수 있습니다.
58738	아래의 세관 신고서를 작성해 주십시오.
58744	그 호텔은 쇼핑 구역과 아주 가까운 거리에 있다.
58745	손님들은 호텔의 수영장과 스파를 무제한으로 이용할 수 있다.
58747	호텔 예약 취소 시에는 사전 통지가 요구된다.
58749	공항 터미널 보수 작업이 현재 진행 중이다.
58755	자동차 배기가스는 대도시의 공기를 오염시킨다.
58756	지방 정부는 버스 요금을 인하하기로 결정했다.
58762	도로의 정체로 인해 많은 지각 도착이 발생했다.
58766	대기 오염이 감소하면 모두에게 이로울 것이다.
58768	도로가 얼었을 때 운전하는 것은 위험하다.
58769	새로운 교통망을 확충하려는 계획이 승인되었다.
58770	그들은 파이프의 샘을 즉시 고쳐야 한다.
58776	변호사들은 시골 지역의 분쟁을 해결하기 위해 자주 고용된다.
58778	그 법률 회사는 교외 지역에 위치해 있다.
58781	분쟁은 그 지역의 독성 폐기물 처리로 인해 발생했다.
58782	도시 재생 프로젝트가 계약에 포함되었다.
58786	
58788	
58793	
58798	우리는 국내의 주요 전자 제품 판매업체이다.
58799	대량으로 물건을 구매하면 할인을 받을 것이다.
58801	직원이 부족했기 때문에 판촉 행사는 취소되어야만 했다.
58803	그 상점은 다양하게 엄선된 디자이너 의류를 제공한다.
58806	그 광고는 수천 명의 잠재 고객들에게 닿았다.
58814	모든 가격은 사전 통보 없이 변경될 수 있다.
58818	그 상점은 정전 때문에 주문을 처리할 수 없었다.
58821	관리자는 새로운 종류의 제품을 갖추어 놓기로 결정했다.
58823	
58825	
58826	
58828	
58831	가격 견적
58832	주문 견적
58841	신차들의 발송이 폭풍 때문에 지연되었다.
58848	깨지기 쉬운 유리 제품을 취급할 때는 조심하세요.
58849	퇴근하는 길에 식료품을 찾아올 것이다.
58850	그 상점은 매우 다양한 수제 선물을 팔고 있다.
58857	우리는 계약 조건에 대한 합의에 도달할 수 없었다.
58860	관리자는 다가오는 시즌을 위해 새로운 종류의 제품을 갖추어 놓기로 결정했다.
58865	그 호텔은 비즈니스 여행객들의 요구를 만족시킨다.
58878	그 호텔은 공항까지 무료 셔틀 서비스를 제공한다.
58894	자유의 여신상은 세계적으로 유명한 주요 지표이다.
58895	그 호텔은 연중 높은 투숙률을 유지한다.
58897	투숙객들에게 아침 식사가 오전 10시까지 제공된다는 것을 상기시켜 주세요.
58907	모든 직원 기록은 기밀 파일에 보관된다.
58938	도움을 위해 기술 지원 팀에 연락해 주세요.
58945	회사의 재무 상황이 상당히 개선되었다.
58946	우리는 예산의 균형을 맞추기 위해 지출을 줄여야 한다.
58969	출장 중 부수적인 비용들은 환급되었다.
58971	계약자는 건물에 대한 어떤 손상에 대해서도 책임이 있다.
58972	두 모델 간의 가격 차이는 아주 근소할 뿐이다.
58974	모든 미납금은 이달 말까지 정산되어야 한다.
58976	새로운 마케팅 전략들이 회사를 더 수익성 있게 만들었다.
58982	
59010	그 제품의 상업적 성공은 우리의 모든 기대를 뛰어넘었다.
59012	그 회사는 5년 연속으로 수익을 기록했다.
59026	
59027	
59030	
59032	
59033	
59037	
59041	위원회는 예산안을 확정하기 위해 오전 10시에 모일 것이다.
59044	이사회는 Ms. Han을 새로운 CEO로 임명하는 만장일치 결정을 내렸다.
59062	직원들이 최종 보고서를 작성하는 동안 그들의 주의를 흩뜨리지 않도록 하십시오.
59067	지원자의 이전 마케팅 경험은 이 직책과 매우 관련이 있다.
59071	곧 회의를 시작할 것이니, 자리에 앉아 주십시오.
59077	금요일까지 동봉된 계약서에 서명하여 반송하는 것을 잊지 마십시오.
59078	그 직원은 고위 경영진에게 자신의 아이디어를 발표하는 것에 대해 초조해했다.
59081	올해의 연례 회의는 애틀랜타에서 열렸다.
59095	시제품에 대한 긍정적인 반응은 그것을 위한 더 많은 자금 지원을 야기했다.
59098	Ms. Warren은 최근의 급여 인상에 대해 고마워했다.
59106	남성 육아 휴직을 늘리겠다는 계획은 여전히 임시적일 뿐이다.
59112	Fred는 자신의 승진으로 제공받을 기회들에 신이 났다.
59115	우리 이사님의 은퇴를 기념하는 연회가 개최되었다.
59121	
59122	
59123	
59128	
59129	
59139	
59142	그 관리자는 영국으로 전근되었다.
59144	주간 직원회의 출석은 의무적이다.
59145	Eileen은 일에 있어서 매우 유능하고 그녀의 직원들에게 매우 사랑받는다.
59148	우리는 Mr. Rowles가 사임한 후로 계속해서 새 회장을 찾고 있다.
59149	Robert는 부장으로 승진하기에 너무 경험이 없다.
59150	Ms. Jones는 조기 퇴직을 선택했다.
59152	Mr. Fulton은 Greenway 은행에서 경영직을 맡고 있다.
59159	
59173	고속도로의 교통 체증은 오후 5시부터 7시 사이에 가장 심하다.
59192	신차에는 자동차 수리 서비스가 무료로 제공된다.
59194	그 공식 보고서는 최근에 자동차 사고가 증가하고 있음을 나타냈다.
59198	운전자들은 경찰이 도로를 안전하게 유지할 것이라고 믿는다.
59199	오토바이 운전자들은 산을 향해 서쪽으로 나아갔다.
59208	허가되지 않은 모든 차량은 견인될 것이다.
59209	Jim은 실수로 트럭을 후진 기어에 놓았다.
59210	승객들은 운전자의 시야를 가리지 말아야 한다.
59211	그 연체된 계좌는 정지되었다.
59212	10월 청구서는 지불 기한이 지났으므로 곧 납부되어야 한다.
59217	은행은 항시 보안을 고려한다.
59222	지불은 다음 달 1일까지이다.
59231	빠르고 친절한 서비스는 Township Capital사와 거래하는 것을 즐겁게 한다.
59235	
59236	
59243	신용 협동조합과 은행은 많은 공통점이 있다.
59253	그 기관은 대출로 얻은 자금에 지나치게 의존하고 있다.
59257	더 높은 담보 대출 금리는 주택 소유자들에게 손해를 입힐 것이다.
59258	모든 수표가 Everson사에 지불되도록 해 주십시오.
59259	Jane은 개인 수표를 현금으로 바꾸기 위해 은행에 들렀다.
59265	석유 회사들은 당분간 확장 계획을 가지고 있지 않다.
59268	그 중개인은 고객을 대신해 주식을 매각할 수 있는 권한을 받았다.
59282	분석가들은 문제가 많은 회사의 주식을 추천하는 것에 대해 조심한다.
59301	학생들은 보통 자신의 집에서 가장 가까운 학교에 다닌다.
59303	그 장식가는 거실 창문들을 실크 커튼으로 장식했다.
59304	꼭대기 층은 넉 달 동안 비어 있었다.
59306	그 아파트의 규모는 4인 가족에게 적당하다.
59318	건설 프로젝트는 자금이 고갈되자 중단되었다.
59327	주택 개조를 위한 허가 취득은 의무적이다.
59336	제시된 공간에 본적을 기입해 주세요.
59337	창고는 행정실에 인접해 있다.
59346	맑게 갠 날 공원에서 소풍이 열렸다.
59351	이번 주 날씨는 캠핑 여행을 가기에 이상적이었다.
59357	시립 공원의 나무들은 보기에도 즐거울 뿐만 아니라 환경적으로도 이롭다.
59358	그 회사는 구내에 나무를 심는 것으로 식목일을 기념했다.
59359	그 야생 공원은 자동차로 접근이 불가능해서, 방문객들은 페리를 타고 가야 한다.
59363	Black 숲은 너무 빽빽해서 한낮에도 어두워 보인다.
59364	기후 변화는 전 세계적으로 중요한 환경 문제가 되었다.
59365	공장 건설은 정부 환경 규정에 일치해야 한다.
59366	부적절하게 밀봉된 탱크가 화학 물질이 물속으로 천천히 새게 했다.
59369	물이 휘발유로 오염되었다.
59374	그 지역의 수자원이 고갈되면서 농산물 감소의 원인이 되었다.
59375	그 공장은 지역 주민들에게 제공되기 전에 물을 정화시킨다.
59392	경영진은 1년에 한 번 종합 신체검사를 받도록 요구된다.
59395	환자의 종양을 제거하기 위해 수술이 필요할 수도 있다.
59403	정기적으로 치과 검진을 받는 것은 중요하다.
59404	보건국은 최적의 영양을 위한 식단 지침을 발표했다.
59405	관련 증상을 수반하는 질환들은 제대로 진단하는 것이 어려울 수 있다.
59406	독감 바이러스는 공기를 통해 전염된다.
59412	그 제약 회사는 아동용 보조 식품을 판매한다.
59416	약을 복용하는 사람들은 위험성에 대해 알고 있을 필요가 있다.
59423	약화된 면역 체계는 감기에 걸리기 쉽게 만든다.
59424	회의가 불쾌할 정도로 길어져 다른 예정된 약속들이 지연되었습니다.
