58177	우리 직원 모두는 새 디자인 소프트웨어 사용에 <strong class="target-word">익숙하다</strong>.
58178	Delroy Lee는 버지니아에 본사를 둔 다국적 통신 <strong class="target-word">기업</strong>을 이끌고 있다.
58179	Jenkins 씨는 <strong class="target-word">까다로운</strong> 상사이지만, 공정하다는 평판을 가지고 있다.
58180	정기적인 사교 활동은 <strong class="target-word">동료들</strong> 간의 협력을 향상시킬 수 있다.
58181	그 기술자는 교육 후 자동차 <strong class="target-word">사업부</strong>로 옮길 것이다.
58182	공장 견학은 <strong class="target-word">요청</strong> 시 가능하다.
58183	Mike는 영업 이사에게 계약서 사본을 <strong class="target-word">요청했다</strong>.
58184	그 소프트웨어는 직원들이 더 <strong class="target-word">효율적으로</strong> 일하도록 돕는다.
58185	사장은 Colleen이 새 매장을 <strong class="target-word">관리할</strong> 수 있다고 결정했다.
58186	그들은 제시간에 맡겨진 업무를 <strong class="target-word">해냈다</strong>.
58187	지원자는 인사 담당자에게 이력서를 <strong class="target-word">제출해야</strong> 한다.
58188	모든 지역 지사는 워싱턴에 있는 본사에 <strong class="target-word">직접</strong> 보고한다.
58189	Williams 씨는 Johnson 씨에게 점심 회의를 <strong class="target-word">상기시켰다</strong>.
58190	매니저는 직원들에게 미리 회의 자료를 읽으라고 <strong class="target-word">지시했다</strong>.
58191	팀원들은 긴밀히 협력하여 <strong class="target-word">마감일</strong>보다 앞서 프로젝트를 끝냈다.
58192	우리는 박람회를 위해 제품 <strong class="target-word">샘플</strong>을 준비해야 한다.
58193	그 고객은 빵집 개업식에서 케이크를 <strong class="target-word">시식했다</strong>.
58194	휴가를 신청하는 모든 직원은 서면으로 상사에게 <strong class="target-word">알려야</strong> 한다.
58195	모든 방문객은 공장에 들어가기 전에 안전 점검을 <strong class="target-word">수행해야</strong> 한다.
58196	영업팀은 목표를 초과 달성한 것에 대해 보너스를 받을 <strong class="target-word">자격이 있다</strong>.
58197	매니저는 팀에게 어려운 <strong class="target-word">업무</strong>를 맡겼다.
58198	<strong class="target-word">전체</strong> 직원이 회의에 참석했다.
58199	그 회사는 다음 달에 신제품 라인을 <strong class="target-word">출시할</strong> 것이다.
58200	보도 <strong class="target-word">자료</strong>가 모든 주요 언론사에 발송되었다.
58201	매니저는 프로젝트 마감일 <strong class="target-word">연장</strong>을 승인했다.
58202	질문이 있으시면 <strong class="target-word">내선</strong> 402번으로 전화해 주세요.
58203	지원서를 <strong class="target-word">전자적으로</strong> 제출할 수 있습니다.
58204	워크숍 <strong class="target-word">참석</strong>은 모든 신입 직원에게 필수이다.
58205	오늘 보고서를 끝내는 것이 <strong class="target-word">반드시</strong> 필요하다.
58206	유능한 매니저는 책임을 <strong class="target-word">위임하는</strong> 방법을 안다.
58207	여러 국가에서 온 <strong class="target-word">대표들</strong>이 회의에 참석했다.
58208	학생들은 선생님의 지시를 <strong class="target-word">주의 깊게</strong> 들었다.
58209	철저한 <strong class="target-word">감독</strong>은 높은 품질을 보장한다.
58210	Kim 씨는 금요일 <strong class="target-word">워크숍</strong>에서 발표해 달라는 요청을 받았다.
58211	그 회사의 연례 콘퍼런스는 보통 전 세계에서 800명의 직원을 <strong class="target-word">끌어모은다</strong>.
58212	팀장은 제안서를 <strong class="target-word">수정</strong>할 것이다.
58213	Danvers 씨는 <strong class="target-word">마지못해</strong> 광고 예산 삭감에 동의했다.
58214	그 교육 프로그램은 신입 직원들에게 회사 절차를 <strong class="target-word">익히게 한다</strong>.
58215	비서는 이사에게 메시지를 긴급히 <strong class="target-word">전달했다</strong>.
58216	디스크 오류가 없는지 정기적으로 컴퓨터를 <strong class="target-word">점검하세요</strong>.
58217	최신 업데이트를 <strong class="target-word">확인하려면</strong> 이 링크를 클릭하세요.
58218	회사 <strong class="target-word">본사</strong>는 런던에 위치해 있다.
58219	오래된 회계 서류는 창고에 <strong class="target-word">보관되어</strong> 있다.
58220	그 부서는 회의실 수해에 대한 보험금을 <strong class="target-word">청구했다</strong>.
58221	Natalie가 사무실 이전 과정을 <strong class="target-word">감독할</strong> 것이다.
58222	Mair 박사는 의사 결정 과정에 깊이 <strong class="target-word">관여했다</strong>.
58223	영업팀은 새로운 전략을 개발하는 데 <strong class="target-word">집중했다</strong>.
58224	최근 직원들은 보고서 제출에 다소 <strong class="target-word">느슨해졌다</strong>.
58225	Jones 씨는 자금 요청을 <strong class="target-word">미루다가</strong> 마감을 놓쳤다.
58226	Retail Specialists는 영업 분야에서 <strong class="target-word">합산</strong> 30년의 경력을 가진 전문가들을 고용하고 있다.
58227	목표를 <strong class="target-word">달성하기</strong> 위해서는 신중한 계획이 필수적이다.
58228	그는 경험을 쌓기 위해 <strong class="target-word">자발적으로</strong> 어려운 업무를 맡았다.
58229	그녀는 촉박한 통보에도 그 업무를 <strong class="target-word">떠맡아야</strong> 했다.
58230	경영진은 직원들이 만족하고 있다고 <strong class="target-word">가정한다</strong>.
58231	마케팅 부서가 그 프로젝트의 책임을 <strong class="target-word">맡을</strong> 것이다.
58232	직원들은 지치지 않도록 <strong class="target-word">가끔씩</strong> 휴식을 취해야 한다.
58233	앤더슨 씨 밑에서 일하는 <strong class="target-word">직원</strong>은 세 명뿐이다.
58234	한 직원이 회의 준비를 <strong class="target-word">도왔다</strong>.
58235	모두가 초과근무 정책 변경에 <strong class="target-word">만족한</strong> 것은 아니었다.
58236	션은 상사가 지시를 내리는 <strong class="target-word">방식</strong>에 짜증이 났다.
58237	기업은 고객 만족을 보장할 <strong class="target-word">책임</strong>이 있다.
58238	IJMR사의 기술 부서가 그 연구를 <strong class="target-word">수행할</strong> 것이다.
58239	직원들은 새로운 이메일 시스템에 빠르게 <strong class="target-word">적응했다</strong>.
58240	우리는 믿을 만한 임시 <strong class="target-word">인력</strong>을 찾기 위해 종종 대행사를 이용한다.
58241	팀은 고문의 권고안에 <strong class="target-word">동의했다</strong>.
58242	윌슨 씨는 B구역 직원들을 <strong class="target-word">감독한다</strong>.
58243	가까운 곳에 사는 <strong class="target-word">동료들</strong>은 종종 함께 출근한다.
58244	접수 담당자는 신입 직원들을 오리엔테이션이 열리는 강당으로 <strong class="target-word">안내한다</strong>.
58245	내부 문서는 <strong class="target-word">기밀로</strong> 유지되어야 한다.
58246	사무실 관리자는 신입 사원들에게 책상을 <strong class="target-word">배정했다</strong>.
58247	셰퍼드사는 목재 가구 업계의 <strong class="target-word">선도적인</strong> 수출업체이다.
58248	시상식에서는 <strong class="target-word">격식 있는</strong> 비즈니스 복장이 요구된다.
58249	부사장은 스캔들로 인해 자리에서 <strong class="target-word">해임되었다</strong>.
58250	저자는 책을 쓰기 위해 전 세계의 경영 아이디어를 <strong class="target-word">수집했다</strong>.
58251	시카고 사무실이 기획 과정을 <strong class="target-word">조율했다</strong>.
58252	그녀는 근무 시간에 <strong class="target-word">거의</strong> 늦은 적이 없었다.
58253	코플랜드는 로비에 걸 <strong class="target-word">추상화</strong>에 수천 달러를 썼다.
58254	충성심 같은 이상은 <strong class="target-word">추상적으로</strong> 느껴질 수 있어, 직원들에게는 구체적인 예시가 필요하다.
58255	회사 <strong class="target-word">안내판</strong>에는 마케팅 부서의 위치가 나와 있다.
58256	모든 직원은 자신에게 배정된 업무에 대해 <strong class="target-word">책임을 진다</strong>.
58257	브렌다는 보고서를 한 페이지에 맞도록 <strong class="target-word">능숙하게</strong> 편집했다.
58258	특별 출입증을 가진 대표단은 시설 견학에 <strong class="target-word">독점적인</strong> 접근 권한을 가진다.
58259	그녀는 회의에 참석할 <strong class="target-word">의도</strong>가 충분히 있었지만 그러지 못했다.
58260	전산화는 기업이 사업을 운영하는 방식을 <strong class="target-word">변화시켰다</strong>.
58261	판매 직원들은 모든 고객에게 <strong class="target-word">정중하게</strong> 대하라는 안내를 받는다.
58262	각 계약서의 <strong class="target-word">사본</strong>이 회사 기록에 보관된다.
58263	테크월드는 이와 <strong class="target-word">반대되는</strong> 주장에도 불구하고 재정적 어려움에 처해 있다.
58264	주주들은 CEO의 무능함에 대한 보고를 <strong class="target-word">불안하게</strong> 여겼다.
58265	각 직원은 최소 두 개의 프로젝트에 <strong class="target-word">참여하고</strong> 있었다.
58266	직원 회식은 더 나은 업무 관계를 <strong class="target-word">도모하는</strong> 데 도움이 되었다.
58267	관리자는 직원들 간의 의견 충돌에서 완전한 <strong class="target-word">중립성</strong>을 보여야 한다.
58268	벤 헐리는 <strong class="target-word">널리</strong> 존경받는 비즈니스 리더이다.
58269	회사 마케팅의 대부분은 계약업체를 통해 <strong class="target-word">외부적으로</strong> 처리된다.
58270	<strong class="target-word">정교한</strong> 감시 시스템이 설치되었다.
58271	그 실내 장식가는 예술에 대해 <strong class="target-word">세련된</strong> 취향을 보여주었다.
58272	그 보고서는 <strong class="target-word">시기적절한</strong> 방식으로 완료되었다.
58273	우리는 발표를 제시간에 준비할 수 있다고 <strong class="target-word">현실적으로</strong> 기대할 수 없다.
58274	모든 문의에 <strong class="target-word">신속히</strong> 응답하는 것이 회사 방침이다.
58275	기차는 오후 4시 <strong class="target-word">정각에</strong> 출발할 것이다.
58276	18층은 임원진만 <strong class="target-word">접근할</strong> 수 있다.
58277	매뉴얼을 모든 직원이 <strong class="target-word">이용할 수 있도록</strong> 해 주세요.
58278	이사회는 혁신적인 마케팅 캠페인을 <strong class="target-word">시행하기로</strong> 투표했다.
58279	동료들의 <strong class="target-word">피드백</strong>은 큰 도움이 될 수 있다.
58280	이사는 <strong class="target-word">뛰어난</strong> 사업 계획을 발표했다.
58281	<strong class="target-word">미지급</strong> 부채를 청산함으로써, Cottonvale은 신제품 개발 자금을 조달할 수 있었다.
58282	회의가 취소되었다고 이사에게 <strong class="target-word">알려</strong> 주세요.
58283	고장 난 이 노트북의 <strong class="target-word">대체품</strong>이 필요하다.
58284	인사부는 Winters 씨의 <strong class="target-word">후임자</strong>를 찾고 있다.
58285	Dane 씨는 총회에 관한 <strong class="target-word">공지</strong>를 게시했다.
58286	급여 관련 문제는 재무 <strong class="target-word">부서</strong>에 보고하세요.
58287	컴퓨터 파일이 <strong class="target-word">영구적으로</strong> 삭제되어 복구할 수 없다.
58288	최종 제품 디자인은 계약 조건을 <strong class="target-word">충족했다</strong>.
58289	주요 내용을 <strong class="target-word">개요</strong>로 정리하는 것부터 보고서 작성을 시작하세요.
58290	영업사원은 진공청소기의 특징을 <strong class="target-word">간략히 설명했다</strong>.
58291	매니저는 부서의 모든 사람에게 새 규정을 <strong class="target-word">설명했다</strong>.
58292	서류함에는 모든 청구서 사본이 <strong class="target-word">들어 있다</strong>.
58293	비서는 태블릿 컴퓨터 제조사 목록을 <strong class="target-word">작성했다</strong>.
58294	Atkins 씨는 모든 연말 보고서를 <strong class="target-word">취합하여</strong> Woo 씨에게 제출할 것이다.
58295	일부 직원들은 회사 폐업 <strong class="target-word">이후에</strong> 퇴직금을 받았다.
58296	Scott는 발표 전에 주제에 대한 <strong class="target-word">개요</strong>를 설명했다.
58297	그 도시에는 수많은 인터넷 및 케이블 <strong class="target-word">제공업체</strong>가 있다.
58298	개인적인 <strong class="target-word">일</strong>은 사무실 밖에서 처리해 주세요.
58299	이런 종류의 프로젝트는 회사의 <strong class="target-word">전문 분야</strong>를 벗어난다.
58300	매출 수치는 광고 캠페인이 성공적이었음을 <strong class="target-word">보여준다</strong>.
58301	저희 담당자가 기기 사용법을 <strong class="target-word">시연할</strong> 것입니다.
58302	감사는 이번 달 <strong class="target-word">나머지</strong> 기간 동안 계속될 것이다.
58303	끈기는 사업 성공에 <strong class="target-word">필수적이다</strong>.
58304	필수 초과 근무는 직원들에게 균등하게 <strong class="target-word">분배될</strong> 것이다.
58305	출판계의 <strong class="target-word">주요</strong> 인물인 Yarrow 씨는 영향력이 매우 크다.
58306	새 매니저는 생산성에 <strong class="target-word">큰</strong> 영향을 미쳤다.
58307	정부 관계자들은 공장의 안전 지침 <strong class="target-word">준수</strong> 여부를 점검할 것이다.
58308	공지는 휴가 정책 변경의 일부 세부 사항을 <strong class="target-word">명확히 했다</strong>.
58309	기업들은 외국 기업과의 경쟁이라는 과제에 <strong class="target-word">직면해</strong> 있다.
58310	엘리베이터는 건물 로비를 <strong class="target-word">마주하고 있다</strong>.
58311	손님들은 가이드를 <strong class="target-word">따라</strong> 전시관으로 들어갔다.
58312	Bill은 회의에서의 대화를 주의 깊게 <strong class="target-word">따라갔다</strong>.
58313	매니저는 직원들이 자신의 이야기를 <strong class="target-word">따라오지</strong> 못하고 있다는 것을 깨달았다.
58314	문제의 모든 <strong class="target-word">측면</strong>을 고려해야 한다.
58315	<strong class="target-word">보아하니</strong> Jones 씨는 이번 회의에 초대받지 못한 것 같다.
58316	근로자들은 안전 절차를 <strong class="target-word">알고 있어야</strong> 한다.
58317	회계 부서는 매월 첫째 주에 <strong class="target-word">연장</strong> 근무를 한다.
58318	Alison은 <strong class="target-word">실수로</strong> 재무제표에 몇 가지 오류를 냈다.
58319	컴퓨터 장비를 정기적으로 업데이트하는 것이 <strong class="target-word">바람직하다</strong>.
58320	경영진은 보안에 대해 <strong class="target-word">우려하고 있다</strong>.
58321	이 보고서는 주로 현재 투자와 <strong class="target-word">관련이 있다</strong>.
58322	Brooke 씨는 고객들에게 새로운 사업에 대해 <strong class="target-word">이야기했다</strong>.
58323	등산객들은 언덕 중턱의 벤치에서 <strong class="target-word">쉴</strong> 수 있다.
58324	관광 그룹은 궁전을 방문하기 전에 <strong class="target-word">휴식</strong>을 취했다.
58325	갤러리는 도시 풍경 사진 <strong class="target-word">전시회</strong>를 열었다.
58326	많은 <strong class="target-word">유명인사</strong>들이 그 도시의 여름 공원 축제에 참석했다.
